id,data,link,frase,texto,leia_mais,fonte,origem,qtd_repeticoes,datas_repeticoes,tema,tipo_origem
"13376","08.nov.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13376/","“Fugindo do terror do socialismo, onde pessoas são obrigadas a comer seus animais de estimação para sobreviver e fugir da violência que tomou conta de sua nação (...)”","Não há registros de que pessoas tenham sido obrigadas a comer animais de estimação na Venezuela ou mesmo que isso seja uma prática recorrente por conta da pobreza no país, como afirma o presidente Jair Bolsonaro. O argumento é recorrente: em diversas ocasiões, Bolsonaro afirmou que os cidadãos venezuelanos já teriam comido todos os gatos e cachorros do país, o que é igualmente falso. Esse argumento deriva de uma frase que passou a circular nas redes em 2016. À época, sites brasileiros e internacionais repercutiram uma fala do então prefeito da cidade de Chacao, Ramón Muchacho, opositor ao regime de Nicolás Maduro, que afirmou que ""há pessoas 'caçando' gatos e cachorros nas ruas, e pombas nas praças, para comê-los"". O político, no entanto, não generalizou a situação nem afirmou que todos os animais haviam sido extirpados do país. Há, inclusive, ONGs na Venezuela que trabalham com o resgate de animais, que têm sido abandonados com grande frequência dada a escalada da crise econômica. Um exemplo é a South American Initiative, que detalha em sua página ações recentes de acolhimento a cachorros abandonados.","","https://sai.ngo/project/pets-venezuela/","https://t.me/jairbolsonarobrasil/5049","REPETIDA 30 VEZES.","2021: 15.jan, 18.jan, 21.jan, 12.jul, 21.jul, 22.jul, 26.jul, 31.jul, 05.ago, 09.ago, 12.ago, 27.out. | 2022: 20.jan, 26.jan, 03.fev, 25.mar, 01.jun, 07.jun, 23.jun, 13.jul, 15.jul, 27.jul, 23.ago, 08.set, 13.set, 01.out, 04.out, 07.out, 08.nov.","TEMA: IDEOLOGIA","ORIGEM: TELEGRAM"
"13374","29.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13374/","“Mais de 5 milhões de doses de vacina para quem quisesse tomar, todas compradas pelo governo Jair Bolsonaro.”","A declaração de Bolsonaro é falsa, porque governadores de seis estados também adquiriram vacinas para acelerar suas respectivas campanhas de imunização contra a Covid-19. Além disso, o governo federal recebeu cerca de 3 milhões de doses como doação dos Estados Unidos, o que não configura operação de compra. Em julho de 2021, o governo de São Paulo anunciou a compra de 4 milhões de doses extras da CoronaVac para antecipar o calendário de imunização no estado. Poucos meses depois, em setembro, cinco outros estados firmaram um acordo com o Butantan para a compra de doses adicionais: Ceará, Mato Grosso, Pará, Piauí e Espírito Santo. Com exceção de Mato Grosso, que não prosseguiu com a aquisição, todos os outros receberam as doses encomendadas. No total, foram distribuídas 518 milhões de doses até o momento, de acordo com o Ministério da Saúde.","","https://www.saopaulo.sp.gov.br/noticias-coronavirus/sao-paulo-sela-acordo-para-fornecer-vacinas-do-butantan-a-cinco-estados/","https://t.me/jairbolsonarobrasil/5039","REPETIDA 18 VEZES.","2021: 11.dez. | 2022: 17.jan, 31.jan, 02.fev, 03.fev, 08.fev, 09.fev, 16.fev, 24.fev, 16.mar, 21.mar, 25.abr, 24.jun, 14.jul, 20.jul, 16.out, 29.out.","TEMA: CORONAVÍRUS","ORIGEM: TELEGRAM"
"13375","29.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13375/","“O Brasil é um dos países do mundo que mais vacina no mundo (...)”","O Brasil ocupa a 37ª posição no ranking das nações com maior proporção de vacinados contra a Covid-19, de acordo com o portal Our World in Data; por isso a fala do presidente é exagerada. Com 80% da população com duas doses da vacina, com base em dados de 27 de outubro de 2022, o país está atrás de Chile (90,2%), Portugal (86,4%), Coreia do Sul (86,2%), Peru (83%), entre outros.","","https://ourworldindata.org/coronavirus#explore-the-global-situation","https://t.me/jairbolsonarobrasil/5039","REPETIDA 57 VEZES.","2021: 26.jan, 02.fev, 06.fev, 23.fev, 27.fev, 01.mar, 04.mar, 06.mar, 08.mar, 10.mar, 13.mar, 18.mar, 19.mar, 22.mar, 23.mar, 24.mar, 01.abr, 03.abr, 08.abr, 05.mai, 06.mai, 13.mai, 20.mai, 21.mai, 27.mai, 02.jun, 04.jun, 08.jun, 10.jun, 13.jun, 22.jun, 15.jul, 18.jul, 19.jul, 20.jul, 24.jul, 26.jul, 29.jul, 01.ago, 09.ago, 16.ago, 23.ago, 23.set, 31.out. | 2022: 02.fev, 23.fev, 16.out, 29.out.","TEMA: CORONAVÍRUS","ORIGEM: TELEGRAM"
"13528","29.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13528/","“Lula se coloca contra o MEI (...)”","Bolsonaro declara que o ex-presidente Luiz Inácio Lula da Silva (PT) se colocou contra o MEI (microempreendedor individual) no debate da Globo, o que é falso. Na realidade, o petista criticou mudança na metodologia do Caged (Cadastro Geral de Empregados e Desempregados) pelo governo Jair Bolsonaro. O instrumento, que mede a quantidade de empregos no país, passou a contabilizar as modalidades de trabalho formal intermitente e temporário, além das pessoas empregadas com carteira assinada por microempreendedores. Isso fez com que a forma de contagem de empregados no país fosse alterada. Não há entre as diretrizes da chapa Lula-Alckmin apresentadas ao TSE (Tribunal Superior Eleitoral), propostas para acabar com o MEI ou com o trabalho autônomo. Proposta pelo deputado federal Antonio Carlos Mendes Thame (PV-SP), a lei que criou a microempresa individual foi aprovada em dezembro de 2008 e sancionada por Lula no dia 19 daquele mês. Na época, a lei autorizava empresários que haviam auferido receita bruta de até R$ 36 mil e eram optantes do Simples Nacional a pagar tributos fixos mensais e contribuir para o INSS (Instituto Nacional do Serviço Social).","https://www.aosfatos.org/noticias/lula-nao-disse-mei-vai-acabar-debate-globo/","https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/893498/5_1659820284477.pdf","https://t.me/jairbolsonarobrasil/5041","","","TEMA: ECONOMIA","ORIGEM: TELEGRAM"
"13341","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13341/","“Por que Belo Horizonte não tem metrô e em Caracas [Venezuela] tem?”","De acordo com a CBTU (Companhia Brasileira de Trens Urbanos), Belo Horizonte possui uma linha de metrô de superfície com 19 estações e 28,1 km de extensão.","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://www.cbtu.gov.br/index.php/pt/sistemas-cbtu/belo-horizonte","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","REPETIDA 20 VEZES.","2022: 04.abr, 15.mai, 07.jun, 17.jun, 19.jun, 29.jun, 30.jun, 12.jul, 17.jul, 23.set, 01.out, 07.out, 15.out, 23.out, 26.out, 28.out.","TEMA: INFRAESTRUTURA","ORIGEM: DEBATE"
"13339","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13339/","“E mais ainda: se uma pessoa dessa [que recebia o Bolsa Família] arranjasse um emprego, perdia o emprego.”","O beneficiário do Bolsa Família que conseguisse emprego com carteira assinada não necessariamente perdia o direito ao auxílio. O principal critério para a manutenção dos pagamentos era a renda mensal familiar por pessoa, valor obtido pela divisão da renda total do domicílio pelo número de integrantes da família. Caso essa renda fosse maior que o valor estipulado anualmente pelo governo federal, mas não superior a meio salário mínimo, o beneficiário poderia manter os pagamentos por mais dois anos. O Auxílio Brasil, criado no governo Bolsonaro para substituir o Bolsa Família, possui regra semelhante. Segundo o Ministério da Cidadania, as famílias que tiverem uma renda mensal per capita que ultrapasse a linha da pobreza (atualmente em R$ 210), recebem o benefício por mais dois anos. O pagamento é suspenso caso os valores superem essa linha em duas vezes e meia (ou seja, R$ 525).","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://web.archive.org/web/20210128053846/http://mds.gov.br/area-de-imprensa/noticias/2014/setembro/beneficiarios-do-bolsa-familia-podem-trabalhar-com-carteira-assinada","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","REPETIDA 16 VEZES.","2022: 19.mai, 05.jun, 24.jun, 28.jun, 13.ago, 28.ago, 13.set, 14.set, 29.set, 05.out, 07.out, 14.out, 15.out, 28.out.","TEMA: DIREITOS E ASSISTÊNCIA SOCIAL, ECONOMIA","ORIGEM: DEBATE"
"13340","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13340/","“Por que que a sua bancada na Câmara dos Deputados. quando nós criamos o Auxílio Brasil, todos deputados [do PT] votaram contra a criação do auxílio Brasil. Por que Lula? Responda aí.”","Não é verdade que os deputados do PT votaram contra a criação do Auxílio Brasil. A Medida Provisória 1.061/2021, que criou o benefício com o valor de R$ 400 mensais, foi aprovada em novembro do ano passado na Câmara dos Deputados por unanimidade.","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=64272","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","REPETIDA 14 VEZES.","2022: 28.ago, 08.set, 13.set, 23.set, 29.set, 14.out, 15.out, 16.out, 21.out, 25.out, 27.out, 28.out.","TEMA: CONGRESSO, DIREITOS E ASSISTÊNCIA SOCIAL","ORIGEM: DEBATE"
"13342","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13342/","“Lula, na verdade, tu deixou uma dívida, só na Petrobras, o dobro do valor da empresa. Deixou uma dívida de 900 bilhões de reais.”","O endividamento da Petrobras não foi de R$ 900 bilhões em governos petistas, como afirma Bolsonaro. Em 2003, os resultados divulgados pela petrolífera à Bovespa (Bolsa de Valores de São Paulo), atual B3, indicavam endividamento total de R$ 63,791 bilhões. Corrigido pelo IPCA (Índice de Preços ao Consumidor Amplo), o montante foi de R$ 176 bilhões. Já em 2015, último ano completo do PT no poder, a dívida era de R$ 492,8 bilhões — com a atualização da inflação, R$ 705,5 bilhões. A diferença, portanto, é de R$ 407,2 bilhões em valores nominais e de R$ 505,4 bilhões se corrigido pela inflação, montante muito menor que o citado por Bolsonaro.","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://www.investidorpetrobras.com.br/resultados-e-comunicados/central-de-resultados/","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","REPETIDA 77 VEZES.","2022: 31.jan, 01.fev, 02.fev, 03.fev, 04.fev, 08.fev, 09.fev, 16.fev, 18.fev, 21.fev, 23.fev, 24.fev, 25.fev, 07.mar, 10.mar, 16.mar, 21.mar, 24.mar, 31.mar, 04.abr, 06.abr, 11.abr, 12.abr, 14.abr, 16.abr, 25.abr, 29.abr, 15.mai, 16.mai, 17.mai, 19.mai, 25.mai, 30.mai, 02.jun, 09.jun, 17.jun, 19.jun, 27.jun, 01.jul, 05.jul, 07.jul, 24.jul, 25.jul, 27.jul, 30.jul, 01.ago, 08.ago, 09.ago, 13.ago, 25.ago, 28.ago, 03.set, 06.set, 26.set, 29.set, 04.out, 06.out, 14.out, 15.out, 16.out, 20.out, 23.out, 26.out, 27.out, 28.out, 30.dez.","TEMA: ECONOMIA","ORIGEM: DEBATE"
"13343","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13343/","“Estamos batendo recorde de arrecadação, Lula, diminuindo impostos.”","É fato que o governo federal tem arrecadado mais tributos em valores absolutos, apesar das desonerações recentes em produtos como combustíveis. No entanto, a carga tributária do país — relação entre tributos recolhidos e PIB (Produto Interno Bruto) — correspondente a 2021 (22,48% do PIB), dado mais recente, é semelhante ao índice de 2013 (22,49% do PIB), na gestão de Dilma Rousseff (PT). De acordo com o Tesouro Nacional, a receita líquida do governo (valor arrecadado menos as transferências para estados e municípios) entre janeiro e agosto deste ano foi de R$ 1,2 trilhão, contra R$ 989,7 bilhões no mesmo período do ano anterior. No entanto, não é possível estimar o impacto das desonerações na carga tributária. Em 2021, as reduções de impostos aprovadas até então não foram eficazes na redução da carga tributária, que foi a maior registrada desde 2013.","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://www.tesourotransparente.gov.br/publicacoes/carga-tributaria-do-governo-geral/2021/114?ano_selecionado=2021","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","REPETIDA 6 VEZES.","2022: 06.out, 21.out, 26.out, 28.out, 30.dez.","TEMA: ECONOMIA","ORIGEM: DEBATE"
"13344","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13344/","“E dizer também que segundo o Ipea, extrema pobreza é quem ganha US$ 1,9 por dia. Ou seja, R$ 10 por dia. O Auxílio Brasil paga R$ 20. Então, quem tá com necessidade, tem gente que tá com necessidade, é só se cadastrar no Auxílio Brasil, Lula.”","O cálculo citado por Bolsonaro só corresponde a pessoas que recebem o Auxílio Brasil sozinhas, sem família. Em uma família com pais e três crianças, por exemplo, é necessário dividir os R$ 600 mensais por cinco pessoas — o que chega a R$ 120 por mês, ou R$ 4 por dia por pessoa, segundo o economista Pedro Fernando Nery, em texto publicado no jornal O Estado de S. Paulo. Esse valor fica abaixo dos US$ 1,90 citados pelo Banco Mundial como limite da extrema pobreza, medida ajustada por poder de compra com base em levantamentos que comparam o custo de vida entre países. Ajustado para reais, esse valor chega a R$ 160 mensais por pessoa, ou cerca de R$ 5,30 por dia — não R$ 10, como disse Bolsonaro — de acordo com o Boletim da Desigualdade nas Metrópoles, elaborado pela PUC-RS em parceria com outras entidades. De acordo com dados do Ministério da Cidadania, há cerca de 1,8 milhão de famílias com cinco, seis ou sete integrantes que recebem o benefício. Não há dados sobre famílias com mais de sete integrantes.","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://www.estadao.com.br/economia/pedro-fernando-nery-pobreza-bolsonaro/","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","","","TEMA: ECONOMIA","ORIGEM: DEBATE"
"13346","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13346/","“Negativo. Abortivo é Cytotec. É pílula do dia seguinte. É isso? Se é isso? Outra coisa. Trinta anos atrás? Eu posso mudar, ué.”","Questionado sobre um discurso sobre controle de natalidade feito no plenário da Câmara dos Deputados em 1992, durante seu primeiro mandato como deputado federal, Bolsonaro diz não ter defendido o uso de medicamentos abortivos, mas de pílulas contraceptivas, o que é FALSO. No dia 4 de abril daquele ano, o então deputado pelo PDC subiu à tribuna para ler uma reportagem da Folha de S.Paulo intitulada “China começa a usar pílula de aborto”, que era destinada a mulheres com menos de 35 anos que estavam grávidas há menos de 49 dias. A reportagem foi publicada no dia 5 de dezembro de 1991, e dizia que “o temor de uma nova explosão de crescimento populacinal fez o governo da China decidir que vai começar a distribuir as controvertidas ‘pílulas de aborto’ em janeiro de 1992”. Em seu discurso, Bolsonaro defendeu métodos de controle de natalidade e afirmou que “de nada adianta à Nação ter uma multidão de brasileiros subnutridos, sem condições de servir ao seu país”. O deputado também pediu que a temática fosse tratada “sem demagogia, sem interesse partidário ou eleitoreiro, porque de nada adiantam nossas convicções religiosas, políticas ou filosóficas, quando se está em jogo, sem dúvida, uma questão bem mais grave e que, de fato, interessa à segurança nacional”. Ao fim do discurso, Bolsonaro pediu à presidência que a reportagem fosse transcrita nos anais da casa. Não há, ao longo da transcrição do discurso, qualquer menção ao uso de pílula contraceptiva de emergência, ou pílula do dia seguinte.","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","http://imagem.camara.gov.br/Imagem/d/pdf/DCD04ABR1992.pdf#page=81","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","","","TEMA: CONGRESSO, SAÚDE","ORIGEM: DEBATE"
"13348","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13348/","“Eu peguei o Marcola, aqui de São Paulo, e transferi, juntamente com a sua gangue, pra presídio de segurança máxima. Eu cortei a ligação do Marcola em São Paulo com o crime organizado.”","A transferência de Marco Willians Herbas Camacho, conhecido como Marcola, para um presídio federal não teve participação de Bolsonaro, como ele afirma. O pedido foi feito pelo promotor do MP-SP (Ministério Público de São Paulo) Lincoln Gakiya. Em entrevista ao Conjur em 2020, Gakiya diz que planejou e realizou o pedido, que foi deferido pelo juiz estadual responsável: “O juiz federal que recebe esse preso nem pode analisar o mérito do pedido. Só analisa se o pedido está formalmente em ordem. Não houve nenhuma participação seja do governo federal, seja do ex-ministro [Sergio] Moro, do presidente Bolsonaro ou de qualquer outra pessoa”, explicou.","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://www.conjur.com.br/dl/gakya-representacao-marcola-federal.pdf","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","REPETIDA 2 VEZES.","2022: 01.out, 28.out.","TEMA: SEGURANÇA","ORIGEM: DEBATE"
"13349","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13349/","“Eu determinei, tão logo houve o episódio lá em [Comendador] Levy Gasparian [RJ], que o Roberto Jefferson fosse preso imediatamente.”","A declaração de Bolsonaro contém uma série de inverdades. Não cabe ao presidente da República determinar prisões; essa competência é privativa do Poder Judiciário. A prisão de Roberto Jefferson (PTB) foi determinada pelo ministro do STF (Supremo Tribunal Federal) Alexandre de Moraes em meio ao inquérito das milícias digitais após o ex-parlamentar, que já cumpria prisão domiciliar, ter desrespeitado repetidas vezes as medidas restritivas estabelecidas pela Justiça. A prisão de Jefferson também não ocorreu “imediatamente”, como aponta Bolsonaro. Ao chegar à residência do petebista para cumprir o mandado de prisão, a PF (Polícia Federal) foi recebida com tiros e granadas que feriram dois agentes. Diante dos ataques, o ministro Alexandre de Moraes expediu outro pedido de prisão, agora em flagrante, e a rendição foi negociada ao longo de oito horas. O presidente Jair Bolsonaro chegou a anunciar que o ministro da Justiça, Anderson Torres, iria à residência do ex-parlamentar para participar das negociações. Torres, no entanto, foi apenas até a delegacia da PF em Juiz de Fora (MG), a 50 km de onde residia Jefferson, onde gravou um vídeo para afirmar que estava acompanhando o trabalho da polícia.","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/roberto-jefferson-perguntas-e-respostas-sobre-ex-deputado-preso-apos-atacar-policia-federal-com-tiros-e-granadas.ghtml","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","","","TEMA: SEGURANÇA","ORIGEM: DEBATE"
"13350","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13350/","“A violência contra a mulher diminuiu no meu governo, diminuiu o feminicídio.”","A declaração de Bolsonaro é falsa, pois o Anuário Brasileiro de Segurança Pública, último dado público disponível, mostra que os crimes de lesão corporal, feminicídio (homicídio cometido por fatores como misoginia e discriminação de gênero) e ameaças contra mulheres aumentaram entre 2018 e 2021. O índice de feminicídios, que era de 1,1 para cada 100 mil mulheres em 2018, último ano do governo Temer, passou para 1,2 a cada 100 mil em 2021. A taxa de violência doméstica (lesão corporal dolosa) quase dobrou entre 2018 e 2021 – de 126,2 incidentes a cada 100 mil mulheres para 221,4. Também cresceu a taxa de ameaças: de 489,1 a cada 100 mil mulheres para 548. Por outro lado, caiu o número de homicídios de mulheres nesse período. A taxa passou de 3,9 para 100 mil em 2018 para 3,6 em 2021. O indicador com queda mais acentuada foi o crime de estupro: a taxa passou de 53,4 para cada 100 mil mulheres em 2018 para 13,3 em 2021.","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://forumseguranca.org.br/wp-content/uploads/2022/06/anuario-2022.pdf?v=5","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","REPETIDA 2 VEZES.","2022: 13.set, 28.out.","TEMA: SEGURANÇA","ORIGEM: DEBATE"
"13351","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13351/","“Esse é o governo Jair Bolsonaro. Não tem corrupção.”","Integrantes e ex-integrantes do governo Bolsonaro são alvos de investigações e denúncias de corrupção e outros delitos ligados à administração pública. Em junho de 2022, a PF (Polícia Federal) prendeu preventivamente o ex-ministro da Educação Milton Ribeiro por suposto envolvimento em um esquema de liberação de verbas na pasta. Ele é investigado por prevaricação, advocacia administrativa e tráfico de influência e foi liberado por habeas corpus. Atuais e antigos integrantes do governo também são investigados pela PF ou pelo Ministério Público por suspeita de corrupção, como o ministro-chefe da Casa Civil, Ciro Nogueira (PP); Ricardo Salles (PL), ex-titular do Meio Ambiente; o deputado federal Marcelo Álvaro Antônio (PL), que comandou o Turismo; e Fabio Wajngarten, que chefiou a Secom (Secretaria Especial de Comunicação Social). Além disso, relatório de junho deste ano da Americas Society/Council of the Americas afirma que as tentativas do presidente de controlar órgãos de investigação e os cortes orçamentários de agências independentes seriam sinais de recuo no combate à corrupção no Brasil.","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2022/06/22/governo-bolsonaro-acumula-escandalos-de-corrupcao-confira-os-principais.htm","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","REPETIDA 249 VEZES.","2019: 15.dez, 23.dez, 24.dez, 26.dez. | 2020: 10.jan, 06.fev, 20.fev, 03.mar, 09.mar, 16.mar, 20.mar, 22.abr, 28.abr, 05.mai, 22.mai, 28.mai, 26.jul, 30.jul, 02.ago, 13.ago, 07.out, 08.out, 11.out, 15.out, 22.out, 29.out, 09.nov, 25.nov, 29.nov, 08.dez, 10.dez, 15.dez, 19.dez, 24.dez, 31.dez. | 2021: 07.jan, 11.jan, 12.jan, 15.jan, 18.jan, 08.fev, 11.fev, 20.fev, 04.mar, 07.abr, 27.abr, 05.mai, 08.mai, 11.mai, 13.mai, 10.jun, 15.jun, 18.jun, 21.jun, 24.jun, 25.jun, 07.jul, 12.jul, 13.jul, 18.jul, 19.jul, 21.jul, 22.jul, 26.jul, 27.jul, 29.jul, 31.jul, 02.ago, 04.ago, 05.ago, 06.ago, 17.ago, 19.ago, 23.ago, 24.ago, 25.ago, 28.ago, 30.ago, 31.ago, 09.set, 10.set, 15.set, 17.set, 21.set, 23.set, 24.set, 30.set, 09.out, 13.out, 14.out, 18.out, 20.out, 21.out, 24.out, 25.out, 27.out, 07.nov, 09.nov, 10.nov, 19.nov, 22.nov, 23.nov, 25.nov, 26.nov, 02.dez, 07.dez, 09.dez, 10.dez, 15.dez, 19.dez, 27.dez, 30.dez, 31.dez. | 2022: 06.jan, 12.jan, 20.jan, 31.jan, 02.fev, 07.fev, 09.fev, 10.fev, 11.fev, 12.fev, 16.fev, 18.fev, 21.fev, 23.fev, 24.fev, 25.fev, 28.fev, 04.mar, 07.mar, 16.mar, 21.mar, 22.mar, 23.mar, 27.mar, 04.abr, 08.abr, 11.abr, 12.abr, 15.abr, 05.mai, 12.mai, 30.mai, 02.jun, 08.jun, 15.jun, 18.jun, 24.jun, 09.jul, 23.jul, 24.jul, 27.jul, 30.jul, 22.ago, 24.ago, 03.set, 06.set, 07.set, 11.set, 13.set, 14.set, 16.set, 17.set, 20.set, 24.set, 29.set, 04.out, 12.out, 14.out, 21.out, 23.out, 26.out, 27.out, 28.out.","TEMA: CORRUPÇÃO","ORIGEM: DEBATE"
"13352","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13352/","“Você estudante que estava devendo pro FIES, anistiamos 99% da sua dívida.”","A declaração de Bolsonaro é falsa, pois a parcela de devedores que terão direito a perdão de 99% do saldo devedor no Fies (Fundo de Financiamento Estudantil) corresponde a apenas 17% do total de 1 milhão de inadimplentes, segundo o Ministério da Educação — antes, esse percentual era de 92%, mas foi ampliado para 99% após lei sancionada em junho deste ano. O percentual é previsto apenas para quem tem parcelas atrasadas há mais de 360 dias e recebe benefícios sociais do governo. Já o percentual mínimo de desconto é de 12% e há cerca de 111 mil contratos que se enquadram nessa modalidade, com atrasos no pagamento de até 90 dias. O prazo para que estudantes com débitos em aberto procurem os agentes financeiros para pedir a renegociação vai de 1º de setembro a 31 de dezembro deste ano.","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://www12.senado.leg.br/noticias/materias/2022/06/22/com-veto-bolsonaro-sanciona-lei-que-reduz-em-ate-99-dividas-do-fies","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","REPETIDA 7 VEZES.","2022: 18.ago, 22.ago, 07.set, 29.set, 07.out, 28.out.","TEMA: ECONOMIA, EDUCAÇÃO","ORIGEM: DEBATE"
"13353","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13353/","“Vamos agora, queimada no bioma Amazônia. No teu governo, 430 mil quilômetros quadrados por ano. Está aqui, tá? Fontes, Instituto Nacional de Pesquisas Espaciais, INPE. No meu governo, 195. 430 mil no teu, 195 no meu.”","Dados do Inpe (Instituto Nacional de Pesquisas Espaciais) mostram que a média anual de queimadas no bioma Amazônia foi de 115.931 km² durante o governo Lula, de 2003 a 2010, e não 430 mil km², como afirmou Bolsonaro. Já os números citados do atual governo são próximos à soma da área queimada entre 2019 e 2021, de 195.431 km². A média nesses três anos é de 65.143 km². De janeiro a agosto de 2022, 35 mil km² do bioma Amazônia foram queimados, segundo o Inpe, uma área 33% maior em relação ao mesmo período do ano passado (26,8 mil km²).","https://www.aosfatos.org/noticias/debate-globo-lula-bolsonaro-checamos/","https://queimadas.dgi.inpe.br/queimadas/aq1km/","https://g1.globo.com/politica/eleicoes/2022/noticia/2022/10/28/debate-da-globo-do-2o-turno-para-presidente-veja-integra-em-videos.ghtml","","","TEMA: MEIO AMBIENTE","ORIGEM: DEBATE"
"13525","28.out.2022","https://www.aosfatos.org/todas-as-declaracoes-de-bolsonaro/13525/","“E lá atrás, quem conseguisse emprego perdia o Bolsa Família.”","O beneficiário do Bolsa Família que conseguisse emprego com carteira assinada não necessariamente perdia o direito ao auxílio. O principal critério para a manutenção dos pagamentos era a renda mensal familiar por pessoa, valor obtido pela divisão da renda total do domicílio pelo número de integrantes da família. Caso essa renda fosse maior que o valor estipulado anualmente pelo governo federal, mas não superior a meio salário mínimo, o beneficiário poderia manter os pagamentos por mais dois anos. O Auxílio Brasil, criado no governo Bolsonaro para substituir o Bolsa Família, possui regra semelhante. Segundo o Ministério da Cidadania, as famílias que tiverem uma renda mensal per capita que ultrapasse a linha da pobreza (atualmente em R$ 210), recebem o benefício por mais dois anos. O pagamento é suspenso caso os valores superem essa linha em duas vezes e meia (ou seja, R$ 525).","","https://web.archive.org/web/20210128053846/http://mds.gov.br/area-de-imprensa/noticias/2014/setembro/beneficiarios-do-bolsa-familia-podem-trabalhar-com-carteira-assinada","https://escriba.aosfatos.org/banco-de-discursos/entrevista-coletiva-de-bolsonaro-apos-o-debate-da-globo/","REPETIDA 16 VEZES.","2022: 19.mai, 05.jun, 24.jun, 28.jun, 13.ago, 28.ago, 13.set, 14.set, 29.set, 05.out, 07.out, 14.out, 15.out, 28.out.","TEMA: DIREITOS E ASSISTÊNCIA SOCIAL","ORIGEM: ENTREVISTA"
